field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
the_conversation_transitio4,patient_navigation,,descriptive,"The conversation transitions from motivational interviewing to setting SMART goals.  
  
""Given our conversation thus far, what goals about the barrier we discussed or about seeing a doctor can you make for next time we talk?""  
""Can you make this goal specific?""  
Get them to make their goal S.M.A.R.T by asking them questions that help them articulate very specifically how they will achieve their goal. There is room to document their goal on this form.",,,,,,,[did_you_attempt_to_contact10] = '1',,,,,,
were_smart_goals_made_3,patient_navigation,,yesno,Were SMART goals made?,,,,,,,[did_you_attempt_to_contact10] = '1',,,,,,
what_is_the_specific_smart_3,patient_navigation,,notes,"What is the specific SMART goals? 
SMART = a goal that is specific, measurable, agreed upon, realistic, and time based.",,,,,,,[were_smart_goals_made_3] = '1',,,,,,
navigator_actions_3,patient_navigation,,checkbox,Navigator actions,"1, Connect patient with appropriate healthcare professional | 2, Educate patient on scheduling process | 3, Emotional support | 4, Provide verbal information | 5, Provide written information | 6, Remind patient to attend appointment, to attend procedure | 7, Resource referral | 8, Schedule appointment, test or other procedure on behalf of the patient | 9, Transportation assistance (cab, uber, bus, train, other) | 10, Verify/check/confirm appointments | 11, Navigator took no actions",,,,,,[did_you_attempt_to_contact10] = '1',,,,,,
date_of_planned_for_follow_3,patient_navigation,,text,Date planned for follow-up phone call,,,datetime_mdy,,,,[did_you_attempt_to_contact10] = '1',,,,,,
minutes_spent_on_encounter_3,patient_navigation,,text,Minutes spent on encounter,,,integer,,,,[did_you_attempt_to_contact10] = '1',,,,,,
closing_the_conversation_s_3,patient_navigation,,descriptive,"Closing the conversation. 
  
Summarize what you have talked about so far: 
- Appointment status 
- Barriers 
- SMART goal 
  
Ask if they have anything more they would like to talk about. 
  
Plan a date and time for your next follow up phone call.  ",,,,,,,[did_you_attempt_to_contact10] = '1',,,,,,
are_you_done_navigating_th_3,patient_navigation,,yesno,Are you done navigating this patient due to connection to care?,,,,,,,[did_you_attempt_to_contact10] = '1',,,,,,
comments_3,patient_navigation,,notes,"Summary of call

**Please include the following:
1) Was patient compliant? 
2) Does the patient understand the course of treatment/follow-up?
3) Is there anything else we can do to help the patient?
4) Any other relevant information.",,,,,,,[did_you_attempt_to_contact10] = '1',,,,,,
did_you_attempt_to_contact15,patient_navigation,FOURTH ENCOUNTER,yesno,Did you attempt to contact the patient?,,,,,,,,,,,,,
date_and_time15,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact15] = '1',,,,,,
did_patient_respond15,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
did_you_attempt_to_contact16,patient_navigation,,yesno,Did you attempt to contact the patient a second time?,,,,,,,[did_patient_respond15] = '0',,,,,,
date_and_time16,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact16] = '1',,,,,,
did_patient_respond16,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact16] = '1',,,,,,
did_you_attempt_to_contact17,patient_navigation,,yesno,Did you attempt to contact the patient a third time?,,,,,,,[did_patient_respond16] = '0',,,,,,
date_and_time17,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact17] = '1',,,,,,
did_patient_respond17,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact17] = '1',,,,,,
did_you_attempt_to_contact18,patient_navigation,,yesno,Did you attempt to contact the patient a fourth time?,,,,,,,[did_patient_respond16] = '0',,,,,,
date_and_time18,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact17] = '1',,,,,,
did_patient_respond18,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact17] = '1',,,,,,
did_you_attempt_to_contact19,patient_navigation,,yesno,Did you attempt to contact the patient a fifth time?,,,,,,,[did_patient_respond18] = '0',,,,,,
date_and_time19,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact19] = '1',,,,,,
did_patient_respond19,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact19] = '1',,,,,,
method_of_communication_4,patient_navigation,,dropdown,Method of communication,"1, Phone call | 2, Text message | 3, Email",,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
follow_up_appointment_stat_4,patient_navigation,,dropdown,Follow up appointment status,"1, Appointment has not been scheduled | 2, Appointment has been scheduled | 3, Appointment has been attended | 4, Unable to obtain information",,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
who_made_the_appointment_4,patient_navigation,,dropdown,Who made the appointment?,"1, Patient | 2, Family or friend of patient | 3, Navigator",,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
date_and_time_of_appointme_4,patient_navigation,,text,Date and time of appointment,,,datetime_mdy,,,,[did_you_attempt_to_contact15] = '1',,,,,,
location_of_appointment_ie_4,patient_navigation,,text,Location of appointment (ie. name of clinic),,,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
since_the_last_phone_call_4,patient_navigation,,checkbox,"Since the last phone call with the patient, what outcomes have been achieved from navigating?","1, Scheduled appointment | 2, Attended appointment | 3, SMART goal met | 4, Other | 5, None",,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
other6,patient_navigation,,text,Other,,,,,,,[since_the_last_phone_call_4(4)] = '1',,,,,,
the_conversation_transitio_4,patient_navigation,,descriptive,"The conversation transitions to eliciting and talking about barriers: 
  
1. If the patient has not already determined where to schedule an appointment (their referrals consultation at the health fair should help with this), help the patient figure out where to go. 
  
2. If patient has not scheduled an appointment: 
""What has kept you from scheduling an appointment?"" ""What would get you to schedule an appointment?"" ""Do you want my assistance in scheduling an appointment?""  
  
3. If the patient has scheduled but not yet attended the appointment: 
""What may be challenging in attending this appointment?"" 
""What may be simple in attending this appointment?"" 
  
4. If the patient has attended the appointment: 
""Congratulations!"" Technically your role as patient navigator for the study has been fulfilled, but you can offer if they want your assistance for attending a follow up appointment (and if so, write a comment about it) ",,,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
barriers_to_care_identifie_4,patient_navigation,,checkbox,Barriers to care identified,"1, Care coordination | 2, Communication/education | 3, Logistical | 4, Insurance/medical costs | 5, Health promotion | 6, Cultural/religious/spiritual | 7, Work/school | 8, Psychosocial/distress/behavioral | 9, None | 10, Other",,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
other_barriers_4,patient_navigation,,text,Other barriers,,,,,,,[barriers_to_care_identifie_4(10)] = '1',,,,,,
care_coordination_barriers_4,patient_navigation,,checkbox,Care coordination barriers,"1, Access to care/system challenges | 2, Coordinating appointments | 3, Health care concerns",,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
the_conversation_now_trans_4,patient_navigation,,descriptive,"The conversation now transitions to using motivational interviewing to address the barriers the patient brought up. If the patient brings up a laundry list of barriers, ask the patient which one they want to focus on for the call. The goal is to address the barrier so that the patient feels motivated to make or attend their health care appointment. 
  
The fields below are for you (patient navigator) to log and keep track of the motivational interviewing conversation. 
  
""I'm hearing from you that you are encountering some barriers in getting health care. Let's talk about one of them today and see how we can overcome it."" ",,,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
were_motivational_intervie_4,patient_navigation,,yesno,Were motivational interviewing techniques used?,,,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
what_is_the_behavior_to_ch_4,patient_navigation,,text,What is the behavior to change?,,,,,,,[were_motivational_intervie_4] = '1',,,,,,
other_behavior_to_change_4,patient_navigation,,text,Other behavior to change,,,,,,,[were_motivational_intervie_4] = '1',,,,,,
stage_of_change_4,patient_navigation,,dropdown,Stage of change,"1, Precontemplative | 2, Contemplative | 3, Preparation | 4, Action | 5, Maintenance | 6, Relapse",,,,,,[were_motivational_intervie_4] = '1',,,,,,
the_conversation_transitio5,patient_navigation,,descriptive,"The conversation transitions from motivational interviewing to setting SMART goals.  
  
""Given our conversation thus far, what goals about the barrier we discussed or about seeing a doctor can you make for next time we talk?""  
""Can you make this goal specific?""  
Get them to make their goal S.M.A.R.T by asking them questions that help them articulate very specifically how they will achieve their goal. There is room to document their goal on this form.",,,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
were_smart_goals_made_4,patient_navigation,,yesno,Were SMART goals made?,,,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
what_is_the_specific_smart_5,patient_navigation,,notes,"What is the specific SMART goals? 
SMART = a goal that is specific, measurable, agreed upon, realistic, and time based.",,,,,,,[were_smart_goals_made_4] = '1',,,,,,
navigator_actions_4,patient_navigation,,checkbox,Navigator actions,"1, Connect patient with appropriate healthcare professional | 2, Educate patient on scheduling process | 3, Emotional support | 4, Provide verbal information | 5, Provide written information | 6, Remind patient to attend appointment, to attend procedure | 7, Resource referral | 8, Schedule appointment, test or other procedure on behalf of the patient | 9, Transportation assistance (cab, uber, bus, train, other) | 10, Verify/check/confirm appointments | 11, Navigator took no actions",,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
date_of_planned_for_follow_4,patient_navigation,,text,Date planned for follow-up phone call,,,datetime_mdy,,,,[did_you_attempt_to_contact15] = '1',,,,,,
minutes_spent_on_encounter_4,patient_navigation,,text,Minutes spent on encounter,,,integer,,,,[did_you_attempt_to_contact15] = '1',,,,,,
closing_the_conversation_s_4,patient_navigation,,descriptive,"Closing the conversation. 
  
Summarize what you have talked about so far: 
- Appointment status 
- Barriers 
- SMART goal 
  
Ask if they have anything more they would like to talk about. 
  
Plan a date and time for your next follow up phone call.  ",,,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
are_you_done_navigating_th_4,patient_navigation,,yesno,Are you done navigating this patient due to connection to care?,,,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
comments_4,patient_navigation,,notes,"Summary of call

**Please include the following:
1) Was patient compliant? 
2) Does the patient understand the course of treatment/follow-up?
3) Is there anything else we can do to help the patient?
4) Any other relevant information.",,,,,,,[did_you_attempt_to_contact15] = '1',,,,,,
did_you_attempt_to_contact20,patient_navigation,FIFTH ENCOUNTER,yesno,Did you attempt to contact the patient?,,,,,,,,,,,,,
date_and_time20,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact20] = '1',,,,,,
did_patient_respond20,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
did_you_attempt_to_contact21,patient_navigation,,yesno,Did you attempt to contact the patient a second time?,,,,,,,[did_patient_respond20] = '0',,,,,,
date_and_time21,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact21] = '1',,,,,,
did_patient_respond21,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact21] = '1',,,,,,
did_you_attempt_to_contact22,patient_navigation,,yesno,Did you attempt to contact the patient a third time?,,,,,,,[did_patient_respond21] = '0',,,,,,
date_and_time22,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact22] = '1',,,,,,
did_patient_respond22,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact22] = '1',,,,,,
did_you_attempt_to_contact23,patient_navigation,,yesno,Did you attempt to contact the patient a fourth time?,,,,,,,[did_patient_respond22] = '0',,,,,,
date_and_time23,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact23] = '1',,,,,,
did_patient_respond23,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact23] = '1',,,,,,
did_you_attempt_to_contact24,patient_navigation,,yesno,Did you attempt to contact the patient a fifth time?,,,,,,,[did_patient_respond23] = '0',,,,,,
date_and_time24,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact24] = '1',,,,,,
did_patient_respond24,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact24] = '1',,,,,,
method_of_communication_6,patient_navigation,,dropdown,Method of communication,"1, Phone call | 2, Text message | 3, Email",,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
follow_up_appointment_stat_5,patient_navigation,,dropdown,Follow up appointment status,"1, Appointment has not been scheduled | 2, Appointment has been scheduled | 3, Appointment has been attended | 4, Unable to obtain information",,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
who_made_the_appointment_5,patient_navigation,,dropdown,Who made the appointment?,"1, Patient | 2, Family or friend of patient | 3, Navigator",,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
date_and_time_of_appointme_5,patient_navigation,,text,Date and time of appointment,,,datetime_mdy,,,,[did_you_attempt_to_contact20] = '1',,,,,,
location_of_appointment_ie_5,patient_navigation,,text,Location of appointment (ie. name of clinic),,,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
since_the_last_phone_call_5,patient_navigation,,checkbox,"Since the last phone call with the patient, what outcomes have been achieved from navigating?","1, Scheduled appointment | 2, Attended appointment | 3, SMART goal met | 4, Other | 5, None",,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
other7,patient_navigation,,text,Other,,,,,,,[since_the_last_phone_call_5(4)] = '1',,,,,,
the_conversation_transitio_5,patient_navigation,,descriptive,"The conversation transitions to eliciting and talking about barriers: 
  
1. If the patient has not already determined where to schedule an appointment (their referrals consultation at the health fair should help with this), help the patient figure out where to go. 
  
2. If patient has not scheduled an appointment: 
""What has kept you from scheduling an appointment?"" ""What would get you to schedule an appointment?"" ""Do you want my assistance in scheduling an appointment?""  
  
3. If the patient has scheduled but not yet attended the appointment: 
""What may be challenging in attending this appointment?"" 
""What may be simple in attending this appointment?"" 
  
4. If the patient has attended the appointment: 
""Congratulations!"" Technically your role as patient navigator for the study has been fulfilled, but you can offer if they want your assistance for attending a follow up appointment (and if so, write a comment about it) ",,,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
barriers_to_care_identifie_5,patient_navigation,,checkbox,Barriers to care identified,"1, Care coordination | 2, Communication/education | 3, Logistical | 4, Insurance/medical costs | 5, Health promotion | 6, Cultural/religious/spiritual | 7, Work/school | 8, Psychosocial/distress/behavioral | 9, None | 10, Other",,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
other_barriers_5,patient_navigation,,text,Other barriers,,,,,,,[barriers_to_care_identifie_5(10)] = '1',,,,,,
care_coordination_barriers_5,patient_navigation,,checkbox,Care coordination barriers,"1, Access to care/system challenges | 2, Coordinating appointments | 3, Health care concerns",,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
the_conversation_now_trans_5,patient_navigation,,descriptive,"The conversation now transitions to using motivational interviewing to address the barriers the patient brought up. If the patient brings up a laundry list of barriers, ask the patient which one they want to focus on for the call. The goal is to address the barrier so that the patient feels motivated to make or attend their health care appointment. 
  
The fields below are for you (patient navigator) to log and keep track of the motivational interviewing conversation. 
  
""I'm hearing from you that you are encountering some barriers in getting health care. Let's talk about one of them today and see how we can overcome it."" ",,,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
were_motivational_intervie_5,patient_navigation,,yesno,Were motivational interviewing techniques used?,,,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
what_is_the_behavior_to_ch_5,patient_navigation,,text,What is the behavior to change?,,,,,,,[were_motivational_intervie_5] = '1',,,,,,
other_behavior_to_change_5,patient_navigation,,text,Other behavior to change,,,,,,,[were_motivational_intervie_5] = '1',,,,,,
stage_of_change_5,patient_navigation,,dropdown,Stage of change,"1, Precontemplative | 2, Contemplative | 3, Preparation | 4, Action | 5, Maintenance | 6, Relapse",,,,,,[were_motivational_intervie_5] = '1',,,,,,
the_conversation_transitio6,patient_navigation,,descriptive,"The conversation transitions from motivational interviewing to setting SMART goals.  
  
""Given our conversation thus far, what goals about the barrier we discussed or about seeing a doctor can you make for next time we talk?""  
""Can you make this goal specific?""  
Get them to make their goal S.M.A.R.T by asking them questions that help them articulate very specifically how they will achieve their goal. There is room to document their goal on this form.",,,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
were_smart_goals_made_5,patient_navigation,,yesno,Were SMART goals made?,,,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
what_is_the_specific_smart_6,patient_navigation,,notes,"What is the specific SMART goals? 
SMART = a goal that is specific, measurable, agreed upon, realistic, and time based.",,,,,,,[were_smart_goals_made_5] = '1',,,,,,
navigator_actions_5,patient_navigation,,checkbox,Navigator actions,"1, Connect patient with appropriate healthcare professional | 2, Educate patient on scheduling process | 3, Emotional support | 4, Provide verbal information | 5, Provide written information | 6, Remind patient to attend appointment, to attend procedure | 7, Resource referral | 8, Schedule appointment, test or other procedure on behalf of the patient | 9, Transportation assistance (cab, uber, bus, train, other) | 10, Verify/check/confirm appointments | 11, Navigator took no actions",,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
date_of_planned_for_follow_5,patient_navigation,,text,Date planned for follow-up phone call,,,datetime_mdy,,,,[did_you_attempt_to_contact20] = '1',,,,,,
minutes_spent_on_encounter_5,patient_navigation,,text,Minutes spent on encounter,,,integer,,,,[did_you_attempt_to_contact20] = '1',,,,,,
closing_the_conversation_s_5,patient_navigation,,descriptive,"Closing the conversation. 
  
Summarize what you have talked about so far: 
- Appointment status 
- Barriers 
- SMART goal 
  
Ask if they have anything more they would like to talk about. 
  
Plan a date and time for your next follow up phone call.  ",,,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
are_you_done_navigating_th_5,patient_navigation,,yesno,Are you done navigating this patient due to connection to care?,,,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
comments_5,patient_navigation,,notes,"Summary of call

**Please include the following:
1) Was patient compliant? 
2) Does the patient understand the course of treatment/follow-up?
3) Is there anything else we can do to help the patient?
4) Any other relevant information.",,,,,,,[did_you_attempt_to_contact20] = '1',,,,,,
date_and_time25,patient_navigation,SIXTH ENCOUNTER,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact25] = '1',,,,,,
did_you_attempt_to_contact25,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,,,,,,,
did_patient_respond25,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
did_you_attempt_to_contact26,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond25] = '0',,,,,,
date_and_time26,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact26] = '1',,,,,,
did_patient_respond26,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact26] = '1',,,,,,
did_you_attempt_to_contact27,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond26] = '0',,,,,,
date_and_time27,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact27] = '1',,,,,,
did_patient_respond27,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact27] = '1',,,,,,
did_you_attempt_to_contact28,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond27] = '0',,,,,,
date_and_time28,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact28] = '1',,,,,,
did_patient_respond28,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact28] = '1',,,,,,
did_you_attempt_to_contact29,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_you_attempt_to_contact28] = '0',,,,,,
date_and_time29,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact29] = '1',,,,,,
did_patient_respond29,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact29] = '1',,,,,,
method_of_communication_7,patient_navigation,,dropdown,Method of communication,"1, Phone call | 2, Text message | 3, Email",,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
follow_up_appointment_stat_6,patient_navigation,,dropdown,Follow up appointment status,"1, Appointment has not been scheduled | 2, Appointment has been scheduled | 3, Appointment has been attended | 4, Unable to obtain information",,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
who_made_the_appointment_6,patient_navigation,,dropdown,Who made the appointment?,"1, Patient | 2, Family or friend of patient | 3, Navigator",,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
date_and_time_of_appointme_6,patient_navigation,,text,Date and time of appointment,,,datetime_mdy,,,,[did_you_attempt_to_contact25] = '1',,,,,,
location_of_appointment_ie_6,patient_navigation,,text,Location of appointment (ie. name of clinic),,,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
since_the_last_phone_call_6,patient_navigation,,checkbox,"Since the last phone call with the patient, what outcomes have been achieved from navigating?","1, Scheduled appointment | 2, Attended appointment | 3, SMART goal met | 4, Other | 5, None",,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
other8,patient_navigation,,text,Other,,,,,,,[since_the_last_phone_call_6(4)] = '1',,,,,,
the_conversation_transitio_6,patient_navigation,,descriptive,"The conversation transitions to eliciting and talking about barriers: 
  
1. If the patient has not already determined where to schedule an appointment (their referrals consultation at the health fair should help with this), help the patient figure out where to go. 
  
2. If patient has not scheduled an appointment: 
""What has kept you from scheduling an appointment?"" ""What would get you to schedule an appointment?"" ""Do you want my assistance in scheduling an appointment?""  
  
3. If the patient has scheduled but not yet attended the appointment: 
""What may be challenging in attending this appointment?"" 
""What may be simple in attending this appointment?"" 
  
4. If the patient has attended the appointment: 
""Congratulations!"" Technically your role as patient navigator for the study has been fulfilled, but you can offer if they want your assistance for attending a follow up appointment (and if so, write a comment about it) ",,,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
barriers_to_care_identifie_6,patient_navigation,,checkbox,Barriers to care identified,"1, Care coordination | 2, Communication/education | 3, Logistical | 4, Insurance/medical costs | 5, Health promotion | 6, Cultural/religious/spiritual | 7, Work/school | 8, Psychosocial/distress/behavioral | 9, None | 10, Other",,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
other_barriers_6,patient_navigation,,text,Other barriers,,,,,,,[barriers_to_care_identifie_6(10)] = '1',,,,,,
care_coordination_barriers_6,patient_navigation,,checkbox,Care coordination barriers,"1, Access to care/system challenges | 2, Coordinating appointments | 3, Health care concerns",,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
the_conversation_now_trans_6,patient_navigation,,descriptive,"The conversation now transitions to using motivational interviewing to address the barriers the patient brought up. If the patient brings up a laundry list of barriers, ask the patient which one they want to focus on for the call. The goal is to address the barrier so that the patient feels motivated to make or attend their health care appointment. 
  
The fields below are for you (patient navigator) to log and keep track of the motivational interviewing conversation. 
  
""I'm hearing from you that you are encountering some barriers in getting health care. Let's talk about one of them today and see how we can overcome it."" ",,,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
were_motivational_intervie_6,patient_navigation,,yesno,Were motivational interviewing techniques used?,,,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
what_is_the_behavior_to_ch_6,patient_navigation,,text,What is the behavior to change?,,,,,,,[were_motivational_intervie_6] = '1',,,,,,
other_behavior_to_change_6,patient_navigation,,text,Other behavior to change,,,,,,,[were_motivational_intervie_6] = '1',,,,,,
stage_of_change_6,patient_navigation,,dropdown,Stage of change,"1, Precontemplative | 2, Contemplative | 3, Preparation | 4, Action | 5, Maintenance | 6, Relapse",,,,,,[were_motivational_intervie_6] = '1',,,,,,
the_conversation_transitio7,patient_navigation,,descriptive,"The conversation transitions from motivational interviewing to setting SMART goals.  
  
""Given our conversation thus far, what goals about the barrier we discussed or about seeing a doctor can you make for next time we talk?""  
""Can you make this goal specific?""  
Get them to make their goal S.M.A.R.T by asking them questions that help them articulate very specifically how they will achieve their goal. There is room to document their goal on this form.",,,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
were_smart_goals_made_6,patient_navigation,,yesno,Were SMART goals made?,,,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
what_is_the_specific_smart_7,patient_navigation,,notes,"What is the specific SMART goals? 
SMART = a goal that is specific, measurable, agreed upon, realistic, and time based.",,,,,,,[were_smart_goals_made_6] = '1',,,,,,
navigator_actions_6,patient_navigation,,checkbox,Navigator actions,"1, Connect patient with appropriate healthcare professional | 2, Educate patient on scheduling process | 3, Emotional support | 4, Provide verbal information | 5, Provide written information | 6, Remind patient to attend appointment, to attend procedure | 7, Resource referral | 8, Schedule appointment, test or other procedure on behalf of the patient | 9, Transportation assistance (cab, uber, bus, train, other) | 10, Verify/check/confirm appointments | 11, Navigator took no actions",,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
date_of_planned_for_follow_6,patient_navigation,,text,Date planned for follow-up phone call,,,datetime_mdy,,,,[did_you_attempt_to_contact25] = '1',,,,,,
minutes_spent_on_encounter_6,patient_navigation,,text,Minutes spent on encounter,,,integer,,,,[did_you_attempt_to_contact25] = '1',,,,,,
closing_the_conversation_s_6,patient_navigation,,descriptive,"Closing the conversation. 
  
Summarize what you have talked about so far: 
- Appointment status 
- Barriers 
- SMART goal 
  
Ask if they have anything more they would like to talk about. 
  
Plan a date and time for your next follow up phone call.  ",,,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
are_you_done_navigating_th_6,patient_navigation,,yesno,Are you done navigating this patient due to connection to care?,,,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
comments_6,patient_navigation,,notes,"Summary of call

**Please include the following:
1) Was patient compliant? 
2) Does the patient understand the course of treatment/follow-up?
3) Is there anything else we can do to help the patient?
4) Any other relevant information.",,,,,,,[did_you_attempt_to_contact25] = '1',,,,,,
did_you_attempt_to_contact30,patient_navigation,SEVENTH ENCOUNTER,yesno,Did you attempt to contact the patient?,,,,,,,,,,,,,
date_and_time30,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact30] = '1',,,,,,
did_patient_respond30,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
did_you_attempt_to_contact31,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond30] = '0',,,,,,
date_and_time31,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact31] = '1',,,,,,
did_patient_respond31,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact31] = '1',,,,,,
did_you_attempt_to_contact32,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond31] = '0',,,,,,
date_and_time32,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact32] = '1',,,,,,
did_patient_respond32,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact32] = '1',,,,,,
did_you_attempt_to_contact33,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond32] = '0',,,,,,
date_and_time33,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact33] = '1',,,,,,
did_patient_respond33,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact33] = '1',,,,,,
did_you_attempt_to_contact34,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond33] = '0',,,,,,
date_and_time34,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact34] = '1',,,,,,
did_patient_respond34,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact34] = '1',,,,,,
did_you_attempt_to_contact35,patient_navigation,,yesno,Did you attempt to contact the patient?,,,,,,,[did_patient_respond34] = '0',,,,,,
date_and_time35,patient_navigation,,text,Date and time,,,datetime_mdy,,,,[did_you_attempt_to_contact35] = '1',,,,,,
did_patient_respond35,patient_navigation,,yesno,Did patient respond?,,,,,,,[did_you_attempt_to_contact35] = '1',,,,,,
method_of_communication_5,patient_navigation,,dropdown,Method of communication,"1, Phone call | 2, Text message | 3, Email",,,,,,[did_you_attempt_to_contact30] = '1',,,,,,
