field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
pt_sum15,hivhep_c_screening_new,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Name:</span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;""> </span><span style=""font-weight: normal;"">[last_name] , [first_name]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">DOB: </span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080; font-weight: 400;"">[birthday]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Age:</span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;""> </span><span style=""font-weight: normal;"">[age]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Record_id: </span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080; font-weight: 400;"">[record_id]</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
alert_hiv,hivhep_c_screening_new,,descriptive,"THE ONLY QUESTION USED TO TRIAGE PATIENTS TO THIS STATION WAS AGE. MAKE SURE TO ASK ALL SCREENING QUESTIONS FOR BOTH HIV & HEP C, EVEN IF THEY HAVE ONLY BEEN ASSIGNED TO ONE STATION.",,,,,,,,,,,,,
hiv_time_stamp,hivhep_c_screening_new,,text,HIV Check-In Time,,,datetime_mdy,,,,[age] > 1000,y,,,,,@NOW @READONLY
hiv_hepc_time_stamp,hivhep_c_screening_new,,text,HIV/ Hep C Check-In Time,,,datetime_mdy,,,,,y,,,,,@NOW @READONLY
have_you_ever_hiv,hivhep_c_screening_new,,yesno,Have you ever been tested for HIV?,,,,,,,,y,,,,,
hiv_test_date,hivhep_c_screening_new,,text,When was your most recent HIV test? (Try to elicit year/month of most recent test),,Format (MM-YYYY),,,,,[have_you_ever_hiv] = '1',y,,,,,
hiv,hivhep_c_screening_new,,radio,What were the results of your most recent HIV test?,"1, Positive | 0, Negative | 2, Prefer not to Answer",,,,,,[have_you_ever_hiv] = '1',y,,,,,
hiv_kit,hivhep_c_screening_new,,descriptive,The patient has agreed to a HIV Test. Please administer test kit.,,,,,,,[hiv_agree_to_test] = '1',,,,,,
hiv_screen,hivhep_c_screening_new,,yesno,Received HIV Screening,,,,,,,,y,,,,,
hiv_screen_results,hivhep_c_screening_new,,radio,HIV screen results,"1, Reactive | 2, Non-reactive | 3, Indeterminate",,,,,,[hiv_screen] = '1',y,,,,,
hepc_checkin_time,hivhep_c_screening_new,,text,HepC Check-In Time,,,datetime_mdy,,,,[age] > 1000,y,,,,,@NOW @READONLY
have_you_ever_hepc,hivhep_c_screening_new,,yesno,Have you ever been tested for Hepatitis C?,,,,,,,,y,,,,,
hep_c_test,hivhep_c_screening_new,,radio,What were the results of your Hepatitis C test?,"1, Positive | 0, Negative | 2, I don't know/Prefer not to answer",,,,,,[have_you_ever_hepc] = '1',y,,,,,
transfusion,hivhep_c_screening_new,,radio,"<div class=""rich-text-field-label""><p>Did you receive a blood transfusion before 1992?</p></div>","1, Yes | 0, No | 2, I don't know/ Prefer not to answer",,,,,,,y,,,,,
incarcerated,hivhep_c_screening_new,,yesno,Have you ever been incarcerated?,,,,,,,,y,,,,,
hepc_kit,hivhep_c_screening_new,,descriptive,This patient screened positive for risk factors for Hepatitis C. Please administer test kit. ,,,,,,,"([incarcerated] = '1' or [iv_drug_use] = '3' or [iv_drug_use] = '2' or [iv_drug_use] = '1' or ([age] >= datediff([todays_date], ""01-01-1966"", ""y"", ""mdy"") AND [age] <= datediff([todays_date], ""01-01-1945"", ""y"", ""mdy"")))",,,,,,
hep_c_time_stamp,hivhep_c_screening_new,,text,Hepatitis C Time Stamp,,,datetime_mdy,,,,[age] >1000,y,,,,,
received_hepc_screening,hivhep_c_screening_new,,yesno,Received Hepatitis C Screening?,,,,,,,,y,,,,,
hepc_screen_result,hivhep_c_screening_new,,radio,Hepatitis C Screen Result,"1, Positive | 2, Negative | 3, Indeterminate",,,,,,[received_hepc_screening] = '1',y,,,,,
hiv_high_risk,hivhep_c_screening_new,,yesno,"Patient is HIV positive, assign a patient navigator.",,,,,,,[hiv_screen_results] = '1' AND [age] > 1000,y,,,,,
hiv_hepc_high_risk,hivhep_c_screening_new,,yesno,"Patient is HIV or Hep C positive, assign a patient navigator.",,,,,,,[hiv_screen_results] = '1' OR [hepc_screen_result] = '1',y,,,,,
reason_for_referral_hiv,hivhep_c_screening_new,,notes,Comments for counseling at FDE,,,,,,,,y,,,,,
hiv_checkout_time_v2,hivhep_c_screening_new,,text,"HIV Check-Out TIme

Please click ""Now"".",,,datetime_mdy,,,,[age] > 1000,y,,,,,
hiv_hepc_checkout_time,hivhep_c_screening_new,,text,"HIV/Hep C Check-Out Time

Please click ""Now"".",,,datetime_mdy,,,,,y,,,,,
pt_sum16,dental,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Name:</span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;""> </span><span style=""font-weight: normal;"">[last_name] , [first_name]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">DOB: </span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080; font-weight: 400;"">[birthday]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Age:</span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;""> </span><span style=""font-weight: normal;"">[age]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Record_id: </span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080; font-weight: 400;"">[record_id]</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
ent_dental_time_stamp,dental,,text,ENT/Dental Check-In Time,,,datetime_mdy,,,,,y,,,,,@NOW @READONLY
screening_done_ent,dental,,yesno,Screening done?,,,,,,,,y,,,,,
findings_ent,dental,,notes,Findings,,,,,,,,y,,,,,
dentist_name,dental,,text,Dentist Name,,,,,,,,y,,,,,
dental_high_risk,dental,,yesno,"Patient meets high risk criteria, assign a Patient Navigator",,,,,,,,y,,,,,
reason_for_referral,dental,,notes,"<div class=""rich-text-field-label""><p>Comments for counseling at FDE<br /><span style=""font-weight: normal;"">(This is what the physician at FDE will read. Please include a short summary of what happened at the station and a reason for referral if necessary)</span></p></div>",,,,,,,,y,,,,,
ent_dental_checkout,dental,,text,"ENT/Dental Checkout Time

Please click ""Now"".",,,datetime_mdy,,,,,y,,,,,
pt_sum17,ophthalmology,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Name:</span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;""> </span><span style=""font-weight: normal;"">[last_name] , [first_name]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">DOB: </span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080; font-weight: 400;"">[birthday]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Age:</span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;""> </span><span style=""font-weight: normal;"">[age]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Record_id: </span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080; font-weight: 400;"">[record_id]</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
opthalmology_time_stamp,ophthalmology,,text,Ophthalmology Check-In Time,,,datetime_mdy,,,,,y,,,,,@NOW @READONLY
do_you_currently_see_an_ey,ophthalmology,,yesno,Do you currently see an eye doctor?,,,,,,,,,,,,,
what_year_was_your_last_ey,ophthalmology,,text,What year was your last eye exam?,,"Enter ""Never"" for never",,,,,,,,,,,
have_you_been_diagnosed_as,ophthalmology,,yesno,Have you been diagnosed as a glaucoma suspect?,,,,,,,,,,,,,
does_anyone_in_your_family,ophthalmology,,yesno,Does anyone in your family have glaucoma?,,,,,,,,,,,,,
have_you_been_diagnosed_wi,ophthalmology,,yesno,Have you been diagnosed with glaucoma?,,,,,,,,,,,,,
how_long_have_you_had_glau,ophthalmology,,radio,How long have you had glaucoma?,"1, < 1 year | 2, 1-5 years | 3, 5-10 years | 4, >10 years",,,,,,[have_you_been_diagnosed_wi] = '1',,,,,,
take_insulin,ophthalmology,,yesno,Earlier in the fair you mentioned that you have diabetes. Do you take insulin?,,,,,,,[hx_of_diabetes] = '1',,,,,,
years_taking_insulin,ophthalmology,,radio,How many years have you been taking insulin?,"1, 0-5 | 2, 5-10 | 3, 10-20 | 4, >20",,,,,,[take_insulin] = '1',,,,,,
meds_for_htn,ophthalmology,,descriptive,"Autofilled from previous question:

Does the patient currently take HTN medication?: [htn_medication]",,,,,,,,,,,,,
years_for_htn,ophthalmology,,radio,How many years have you been treated for your high blood pressure?,"1, 0-5 | 2, 5-10 | 3, 10-20 | 4, >20",,,,,,[htn_medication] = '1',,,,,,
blood_pressure_today,ophthalmology,,descriptive,"Blood Pressure today:

Right arm: [blood_pressure_right_sys]/[blood_pressure_right_di]
Left Arm: [blood_pressure_left_sys]/[blood_pressure_left_di]",,,,,,,,,,,,,
correction,ophthalmology,,radio,Correction,"1, Uncorrected | 2, Corrected",,,,,,,y,,,,,
right_acuity_far_vision,ophthalmology,,dropdown,Right Acuity - Far Vision,"1, 20/20 | 2, 20/20 -1 | 3, 20/20 -2 | 4, 20/25 +2 | 5, 20/25 +1 | 6, 20/25 | 7, 20/25 -1 | 8, 20/25 -2 | 9, 20/30 +2 | 10, 20/30 +1 | 11, 20/30 | 12, 20/30 -1 | 13, 20/30 -2 | 14, 20/40 +2 | 15, 20/40 +1 | 16, 20/40 | 17, 20/40 -1 | 18, 20/40 -2 | 19, 20/50 +2 | 20, 20/50 +1 | 21, 20/50 | 22, 20/50 -1 | 23, 20/50 -2 | 24, 20/60 +2 | 25, 20/60 +1 | 26, 20/60 | 27, 20/60 -1 | 28, 20/60 -2 | 29, 20/70 +2 | 30, 20/70 +1 | 31, 20/70 | 32, 20/70 -1 | 33, 20/70 -2 | 34, 20/80 +2 | 35, 20/80 +1 | 36, 20/80 | 37, 20/90 +2 | 38, 20/90 +1 | 39, 20/90 | 40, 20/100 | 41, 20/200",,autocomplete,,,,,y,,,,,
right_acuity_far_vision_pi,ophthalmology,,dropdown,Right Acuity - Far Vision (Pinhole),"1, 20/20 | 2, 20/20 -1 | 3, 20/20 -2 | 4, 20/25 +2 | 5, 20/25 +1 | 6, 20/25 | 7, 20/25 -1 | 8, 20/25 -2 | 9, 20/30 +2 | 10, 20/30 +1 | 11, 20/30 | 12, 20/30 -1 | 13, 20/30 -2 | 14, 20/40 +2 | 15, 20/40 +1 | 16, 20/40 | 17, 20/40 -1 | 18, 20/40 -2 | 19, 20/50 +2 | 20, 20/50 +1 | 21, 20/50 | 22, 20/50 -1 | 23, 20/50 -2 | 24, 20/60 +2 | 25, 20/60 +1 | 26, 20/60 | 27, 20/60 -1 | 28, 20/60 -2 | 29, 20/70 +2 | 30, 20/70 +1 | 31, 20/70 | 32, 20/70 -1 | 33, 20/70 -2 | 34, 20/80 +2 | 35, 20/80 +1 | 36, 20/80 | 37, 20/90 +2 | 38, 20/90 +1 | 39, 20/90 | 40, 20/100 | 41, 20/200",,autocomplete,,,,,y,,,,,
left_acuity_far_vision,ophthalmology,,dropdown,Left Acuity - Far Vision,"1, 20/20 | 2, 20/20 -1 | 3, 20/20 -2 | 4, 20/25 +2 | 5, 20/25 +1 | 6, 20/25 | 7, 20/25 -1 | 8, 20/25 -2 | 9, 20/30 +2 | 10, 20/30 +1 | 11, 20/30 | 12, 20/30 -1 | 13, 20/30 -2 | 14, 20/40 +2 | 15, 20/40 +1 | 16, 20/40 | 17, 20/40 -1 | 18, 20/40 -2 | 19, 20/50 +2 | 20, 20/50 +1 | 21, 20/50 | 22, 20/50 -1 | 23, 20/50 -2 | 24, 20/60 +2 | 25, 20/60 +1 | 26, 20/60 | 27, 20/60 -1 | 28, 20/60 -2 | 29, 20/70 +2 | 30, 20/70 +1 | 31, 20/70 | 32, 20/70 -1 | 33, 20/70 -2 | 34, 20/80 +2 | 35, 20/80 +1 | 36, 20/80 | 37, 20/90 +2 | 38, 20/90 +1 | 39, 20/90 | 40, 20/100 | 41, 20/200",,autocomplete,,,,,y,,,,,
left_acuity_far_vision_pin,ophthalmology,,dropdown,Left Acuity - Far Vision (Pinhole),"1, 20/20 | 2, 20/20 -1 | 3, 20/20 -2 | 4, 20/25 +2 | 5, 20/25 +1 | 6, 20/25 | 7, 20/25 -1 | 8, 20/25 -2 | 9, 20/30 +2 | 10, 20/30 +1 | 11, 20/30 | 12, 20/30 -1 | 13, 20/30 -2 | 14, 20/40 +2 | 15, 20/40 +1 | 16, 20/40 | 17, 20/40 -1 | 18, 20/40 -2 | 19, 20/50 +2 | 20, 20/50 +1 | 21, 20/50 | 22, 20/50 -1 | 23, 20/50 -2 | 24, 20/60 +2 | 25, 20/60 +1 | 26, 20/60 | 27, 20/60 -1 | 28, 20/60 -2 | 29, 20/70 +2 | 30, 20/70 +1 | 31, 20/70 | 32, 20/70 -1 | 33, 20/70 -2 | 34, 20/80 +2 | 35, 20/80 +1 | 36, 20/80 | 37, 20/90 +2 | 38, 20/90 +1 | 39, 20/90 | 40, 20/100 | 41, 20/200",,autocomplete,,,,,y,,,,,
right_intraocular_pressure,ophthalmology,,text,Right Intraocular Pressure,,,number,,,,,y,,,,,
left_intraocular_pressure,ophthalmology,,text,Left Intraocular Pressure,,,number,,,,,y,,,,,
right_corneal_thickness,ophthalmology,,text,Right Corneal Thickness,,,number,,,,,y,,,,,
left_corneal_thickness,ophthalmology,,text,Left Corneal Thickness,,,number,,,,,y,,,,,
right_fdt_visual_field_test_misses,ophthalmology,,radio,Right FDT/Visual Field Test - Total Misses,"1, 0: Normal | 2, 1-2: Suspect | 3, 3+: Abnormal",,,,,,,y,,,,,
left_fdt_visual_field_test_misses,ophthalmology,,radio,Left FDT/Visual Field Test - Total Misses,"1, 0: Normal | 2, 1-2: Suspect | 3, 3+: Abnormal",,,,,,,y,,,,,
right_cup_to_disc_ratio,ophthalmology,,text,Right Cup to Disc Ratio,,,number,,,,,y,,,,,
left_cup_to_disc_ratio,ophthalmology,,text,Left Cup to Disc Ratio,,,number,,,,,y,,,,,
physician_name_opth,ophthalmology,,text,Physician Name,,,,,,,,y,,,,,
ophtho_high_risk,ophthalmology,,yesno,"Patient meets high risk Ophthalmology criteria, assign a Patient Navigator.

Select if findings suggestive of risk requiring prompt follow up per Ophthalmologist recommendation ",,,,,,,,y,,,,,
reason_for_refer,ophthalmology,,checkbox,Reason for Referral at FDE,"4, Normal Exam | 1, Cataract (left) | 2, Cataract (right) | 3, Cataract (bilateral) | 6, Glaucoma | 5, Other",,,,,,,y,,,,,
reason_for_referal_opth,ophthalmology,,notes,"Comments for counseling at FDE

If other, please comment here",,,,,,,[reason_for_refer(5)] = '1' or [reason_for_refer(3)] = '1' or [reason_for_refer(2)] = '1' or [reason_for_refer(1)] = '1' or [reason_for_refer(6)] = '1',y,,,,,
ophthomology_check_out_tim,ophthalmology,,text,"Ophthalmology Check-Out Time

Please click ""Now"".",,,datetime_mdy,,,,,y,,,,,
pt_sum19,final_doctor_evaluation_new,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Name:</span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;""> </span><span style=""font-weight: normal;"">[last_name] , [first_name]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">DOB: </span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080; font-weight: 400;"">[birthday]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Age:</span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;""> </span><span style=""font-weight: normal;"">[age]</span></td> </tr> <tr style=""height: 17px;""> <td style=""width: 50%; height: 17px;""><span style=""color: #000080;"">Record_id: </span></td> <td style=""width: 50%; height: 17px;""><span style=""color: #000080; font-weight: 400;"">[record_id]</span></td> </tr> </tbody> </table> <p> </p></div>",,,,,,,,,,,,,
